p0,top_1_prob,top_1_drop,rand_1_prob,rand_1_drop,top_3_prob,top_3_drop,rand_3_prob,rand_3_drop,top_5_prob,top_5_drop,rand_5_prob,rand_5_drop,top_10_prob,top_10_drop,rand_10_prob,rand_10_drop,fraudulent
0.9989207983016968,0.994963526725769,0.003957271575927734,0.9988831877708435,3.7610530853271484e-05,0.9921148419380188,0.0068059563636779785,0.998838484287262,8.231401443481445e-05,0.9939716458320618,0.00494915246963501,0.9988201260566711,0.00010067224502563477,0.9970230460166931,0.0018977522850036621,0.9982333183288574,0.0006874799728393555,1
0.18563325703144073,0.18458876013755798,0.0010444968938827515,0.18676361441612244,-0.0011303573846817017,0.1830715537071228,0.002561703324317932,0.1905076652765274,-0.00487440824508667,0.18174563348293304,0.0038876235485076904,0.19168803095817566,-0.006054773926734924,0.17753610014915466,0.008097156882286072,0.19424980878829956,-0.008616551756858826,1
1.0,1.0,0.0,1.0,0.0,0.9999998807907104,1.1920928955078125e-07,1.0,0.0,0.9999998807907104,1.1920928955078125e-07,1.0,0.0,0.9999998807907104,1.1920928955078125e-07,1.0,0.0,1
0.41098329424858093,0.3744469881057739,0.03653630614280701,0.39786604046821594,0.01311725378036499,0.3436567485332489,0.06732654571533203,0.3809053599834442,0.03007793426513672,0.32998740673065186,0.08099588751792908,0.36009788513183594,0.050885409116744995,0.3166332542896271,0.09435003995895386,0.336300253868103,0.0746830403804779,1
0.9999754428863525,0.9999617338180542,1.3709068298339844e-05,0.999969482421875,5.9604644775390625e-06,0.9999262094497681,4.9233436584472656e-05,0.9999711513519287,4.291534423828125e-06,0.9998829364776611,9.250640869140625e-05,0.9999372959136963,3.814697265625e-05,0.9995689988136292,0.00040644407272338867,0.9999098777770996,6.556510925292969e-05,1
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
0.9999569654464722,0.9999592304229736,-2.2649765014648438e-06,0.9999624490737915,-5.4836273193359375e-06,0.9999697208404541,-1.2755393981933594e-05,0.9999665021896362,-9.5367431640625e-06,0.9999591112136841,-2.1457672119140625e-06,0.9999744892120361,-1.7523765563964844e-05,0.9999226331710815,3.4332275390625e-05,0.9999401569366455,1.6808509826660156e-05,1
0.7497665882110596,0.9054846167564392,-0.15571802854537964,0.7479700446128845,0.0017965435981750488,0.8044612407684326,-0.05469465255737305,0.7834794521331787,-0.03371286392211914,0.7859972715377808,-0.03623068332672119,0.8516122698783875,-0.10184568166732788,0.9204212427139282,-0.17065465450286865,0.8748078942298889,-0.12504130601882935,1
0.9999860525131226,0.9999822378158569,3.814697265625e-06,0.9999860525131226,0.0,0.999975323677063,1.0728836059570312e-05,0.9999862909317017,-2.384185791015625e-07,0.9999731779098511,1.2874603271484375e-05,0.999982476234436,3.5762786865234375e-06,0.9999440908432007,4.1961669921875e-05,0.9999814033508301,4.649162292480469e-06,1
0.8683784604072571,0.9235735535621643,-0.05519509315490723,0.9108468294143677,-0.042468369007110596,0.9729994535446167,-0.10462099313735962,0.9741025567054749,-0.10572409629821777,0.9132543206214905,-0.0448758602142334,0.9654234647750854,-0.09704500436782837,0.9787494540214539,-0.11037099361419678,0.8800604939460754,-0.01168203353881836,1
0.9804830551147461,0.9408025145530701,0.039680540561676025,0.9876300692558289,-0.007147014141082764,0.9817197918891907,-0.00123673677444458,0.9456729292869568,0.03481012582778931,0.9661865234375,0.014296531677246094,0.960974395275116,0.019508659839630127,0.9841947555541992,-0.003711700439453125,0.7997685074806213,0.18071454763412476,1
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
0.5153694152832031,0.46340399980545044,0.051965415477752686,0.7277365922927856,-0.21236717700958252,0.5104145407676697,0.004954874515533447,0.7973594665527344,-0.28199005126953125,,,,,,,,,1
0.40943774580955505,0.36463281512260437,0.044804930686950684,0.4472847282886505,-0.03784698247909546,0.34356263279914856,0.0658751130104065,0.4663066267967224,-0.05686888098716736,0.3328472077846527,0.07659053802490234,0.518541693687439,-0.10910394787788391,0.33377698063850403,0.07566076517105103,0.4392062723636627,-0.029768526554107666,1
0.9931284189224243,0.994956910610199,-0.0018284916877746582,0.9924161434173584,0.000712275505065918,0.9881205558776855,0.0050078630447387695,0.9930978417396545,3.057718276977539e-05,0.9903832077980042,0.002745211124420166,0.9937834739685059,-0.000655055046081543,0.9874706864356995,0.0056577324867248535,0.9930603504180908,6.80685043334961e-05,1
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
1.0,1.0,0.0,1.0,0.0,0.9999998807907104,1.1920928955078125e-07,1.0,0.0,0.9999998807907104,1.1920928955078125e-07,1.0,0.0,1.0,0.0,0.9999998807907104,1.1920928955078125e-07,1
1.0,1.0,0.0,1.0,0.0,0.9999998807907104,1.1920928955078125e-07,1.0,0.0,0.9999997615814209,2.384185791015625e-07,0.9999998807907104,1.1920928955078125e-07,0.999998927116394,1.0728836059570312e-06,0.9999997615814209,2.384185791015625e-07,1
0.7569246292114258,0.7953219413757324,-0.03839731216430664,0.8109483122825623,-0.054023683071136475,0.49248403310775757,0.2644405961036682,0.9076248407363892,-0.15070021152496338,0.5907769203186035,0.16614770889282227,0.8893935680389404,-0.13246893882751465,0.5423030257225037,0.21462160348892212,0.7407877445220947,0.016136884689331055,1
0.9999005794525146,0.9998446702957153,5.5909156799316406e-05,0.9998906850814819,9.894371032714844e-06,0.9995515942573547,0.0003489851951599121,0.9998331069946289,6.747245788574219e-05,0.9996649026870728,0.00023567676544189453,0.9998654127120972,3.516674041748047e-05,0.9994561076164246,0.0004444718360900879,0.9993001222610474,0.0006004571914672852,1
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
0.3059857189655304,0.3081676661968231,-0.0021819472312927246,0.3066306710243225,-0.0006449520587921143,0.31135377287864685,-0.005368053913116455,0.31673330068588257,-0.010747581720352173,0.32041168212890625,-0.014425963163375854,0.3218050003051758,-0.015819281339645386,0.33135339617729187,-0.025367677211761475,0.32736992835998535,-0.021384209394454956,1
0.9976822137832642,0.9950501322746277,0.0026320815086364746,0.9977533221244812,-7.110834121704102e-05,0.9941686391830444,0.0035135746002197266,0.997780978679657,-9.876489639282227e-05,0.9977768063545227,-9.459257125854492e-05,0.9986403584480286,-0.0009581446647644043,0.997309684753418,0.0003725290298461914,0.9910441637039185,0.006638050079345703,1
0.3720623850822449,0.3763252794742584,-0.00426289439201355,0.38388124108314514,-0.011818856000900269,0.3977610468864441,-0.02569866180419922,0.40209880471229553,-0.03003641963005066,0.38369011878967285,-0.011627733707427979,0.40276965498924255,-0.03070726990699768,0.3637245297431946,0.008337855339050293,0.3989633023738861,-0.026900917291641235,1
0.36238059401512146,0.34379929304122925,0.018581300973892212,0.3715907633304596,-0.009210169315338135,0.35853561758995056,0.0038449764251708984,0.4223082363605499,-0.05992764234542847,0.3505469858646393,0.011833608150482178,0.438247412443161,-0.07586681842803955,0.34401488304138184,0.018365710973739624,0.4250814616680145,-0.06270086765289307,1
0.9996222257614136,0.9997156262397766,-9.340047836303711e-05,0.9996984004974365,-7.617473602294922e-05,0.9995751976966858,4.70280647277832e-05,0.9996986389160156,-7.641315460205078e-05,0.9994388222694397,0.00018340349197387695,0.9989913105964661,0.0006309151649475098,0.99811851978302,0.0015037059783935547,0.998590886592865,0.001031339168548584,1
